timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-11-28T00:00:00Z,24.34279040,24.34279040,23.70002159,23.83828246,1751366.83,24.34591555,24.34591555,23.70242705,23.83733834,929179.70,929179,32,8607,813547
2021-11-27T00:00:00Z,24.33032286,25.80565907,23.91328247,24.04693112,19015933.87,24.34913411,25.82092858,23.91926030,24.04094934,7930871.94,7930871,1890,10194318,888852
2021-11-26T00:00:00Z,29.80253493,29.80253493,24.46767402,24.46767402,34004885.33,29.79682430,29.79682430,24.47584905,24.47584905,19913415.66,19913415,1407,12776948,1313113
2021-11-25T00:00:00Z,30.82003437,31.64218027,29.21156484,29.90635876,21683323.17,30.81201051,31.65467598,29.22352342,29.89780626,7903591.40,7903591,975,12931068,847687
2021-11-24T00:00:00Z,32.20463544,32.20463544,29.67259007,30.92612575,24459658.51,32.19469069,32.19469069,29.67137644,30.92255545,12978783.96,12978783,187,10488116,992571
2021-11-23T00:00:00Z,32.25546396,34.73618571,32.03041329,32.72750761,24862292.61,32.23513863,34.79334876,32.07845925,32.72214173,11112901.80,11112901,,12262607,1486783
2021-11-22T00:00:00Z,36.80314211,41.59068597,31.30741850,32.37316548,77126527.40,36.76179439,41.57481970,31.36102454,32.35452070,48757617.31,48757617,769,20757758,7610381
2021-11-21T00:00:00Z,30.39997877,69.43980515,30.39997877,36.87803190,130717737.72,30.40078959,69.45722326,30.40078959,36.87583321,110930983.14,110930983,2731,13037384,6746639
2021-11-20T00:00:00Z,30.31778021,31.65084794,30.31778021,30.33796052,19300308.15,30.30622106,31.64945617,30.30622106,30.34117999,7561855.37,7561855,969,10744692,992790
2021-11-19T00:00:00Z,29.68308817,32.18768394,29.68308817,30.31524328,22931704.41,29.68632098,32.19103419,29.68632098,30.30460260,9186660.43,9186660,317,13010323,734403
2021-11-18T00:00:00Z,31.92350924,32.43137801,29.71717023,29.79378105,24195679.53,31.91206000,32.38348213,29.73728966,29.80550424,9372903.19,9372903,729,13900641,921405
2021-11-17T00:00:00Z,36.17572989,36.17572989,31.99756034,31.99756034,32116196.87,36.17071727,36.17071727,31.98913803,31.98913803,13995511.09,13995511,3300,17450865,666520
2021-11-16T00:00:00Z,39.43558450,39.43558450,35.10448740,36.52740822,28215866.91,39.43838457,39.43838457,35.11720957,36.53351660,9635577.16,9635577,10584,17887806,681898
2021-11-15T00:00:00Z,40.49679506,41.34382350,38.40145452,39.48189715,23829638.33,40.50721578,41.34960677,38.40946563,39.48350016,11190508.15,11190508,406,11679161,959561
2021-11-14T00:00:00Z,41.28377995,42.04674921,40.27814188,40.67926325,19347831.90,41.31811205,42.08893989,40.32365411,40.71479400,3342367.18,3342367,72,15585048,420343
2021-11-13T00:00:00Z,42.40471184,43.21364749,41.28781696,41.28781696,22061205.63,42.45236918,43.26325359,41.30924384,41.30924384,4064225.34,4064225,128,17787090,209761
2021-11-12T00:00:00Z,41.17733543,43.04610124,41.15062615,42.27459328,29988231.03,41.21318149,43.06474436,41.20860029,42.30381167,7999439.34,7999439,26,21623212,365552
2021-11-11T00:00:00Z,41.67943472,42.41920423,40.93347814,41.21243381,20773317.20,41.80549160,42.51827714,41.05540680,41.29439436,3848562.18,3848562,359,16720406,203988
2021-11-10T00:00:00Z,43.39078183,43.39078183,40.69865266,41.73839561,26423936.88,43.45527598,43.45527598,40.79789126,41.82106010,7313411.53,7313411,327,18755424,354773
2021-11-09T00:00:00Z,46.08318179,46.08318179,43.42230705,43.42230705,24770834.66,46.15626413,46.15626413,43.49623180,43.49623180,6190863.36,6190863,1193,18124429,454348
2021-11-08T00:00:00Z,48.64793124,48.64793124,44.26844467,46.09611134,33054391.51,48.67377147,48.67377147,44.36990895,46.15133402,11479771.67,11479771,481,20539621,1034516
2021-11-07T00:00:00Z,49.70851572,50.09752424,47.96135283,48.76466254,53922334.64,49.63585018,50.04965254,48.03750599,48.75098604,27872170.29,27872170,314,23844072,2205776
2021-11-06T00:00:00Z,40.97205662,66.13504794,40.97205662,49.75434581,234875066.45,40.93074464,66.22706580,40.93074464,49.73722195,191201897.49,191201897,4349,29680819,13987999
2021-11-05T00:00:00Z,44.62775265,78.21141078,41.68846104,41.68846104,108787017.77,44.64545367,79.04659635,41.64699955,41.64699955,100936490.19,100936490,25382,6275421,1549723
2021-11-04T00:00:00Z,43.47504543,45.83161254,43.21595025,44.22979176,19715321.94,43.53477623,45.86617243,43.29995147,44.27532294,10854201.63,10854201,1543,8855223,4354
2021-11-03T00:00:00Z,39.27780680,43.09217165,39.27780680,43.09217165,14881662.97,39.36412932,43.24617522,39.36412932,43.24617522,5315921.64,5315921,7904,9556844,991
2021-11-02T00:00:00Z,37.95746340,40.96389911,37.95746340,39.38583625,23267023.63,37.98765917,41.09297708,37.98765917,39.42588465,12761060.20,12761060,34,10502228,3700
2021-11-01T00:00:00Z,40.00985067,40.00985067,38.05962143,38.29891788,20642507.23,40.18516347,40.18516347,38.20416534,38.42341466,3196694.62,3196694,913,17444119,779
2021-10-31T00:00:00Z,40.30430282,40.54726798,39.29190185,39.99909531,18492018.16,40.34169022,40.57632541,39.58614056,40.23921947,2430123.33,2430123,2870,16058761,262
2021-10-30T00:00:00Z,42.53011778,42.53011778,40.21263909,40.38109433,14991515.77,42.61222682,42.61222682,40.26132009,40.43696498,1273447.39,1273447,,13717496,572
2021-10-29T00:00:00Z,40.51859376,45.11831264,40.51859376,42.70221503,26341439.85,40.60617081,45.14096892,40.60617081,42.72443467,7989879.10,7989879,1624,18347383,2552
2021-10-28T00:00:00Z,34.08621612,40.32891137,34.08621612,40.32891137,25478006.40,34.14065111,40.48785276,34.14065111,40.48785276,4828934.48,4828934,81,20648128,862
2021-10-27T00:00:00Z,37.09958432,37.09958432,34.29055377,34.29055377,25353607.37,37.25142947,37.25142947,34.37418208,34.37418208,3717932.58,3717932,234,21633938,1501
2021-10-26T00:00:00Z,36.65444404,38.27614771,36.65444404,37.10781061,23375477.23,36.71025539,38.33522442,36.71025539,37.21372887,3869734.31,3869734,909,19503523,1310
2021-10-25T00:00:00Z,33.88325463,37.31044322,33.88325463,36.58562538,22819430.48,33.94874622,37.49445623,33.94874622,36.65557738,4241026.20,4241026,3041,18575263,99
2021-10-24T00:00:00Z,36.28301061,36.28301061,33.50622919,33.88544473,21962257.02,36.29458572,36.29458572,33.60234577,33.95606932,2496587.81,2496587,932,19464378,358
2021-10-23T00:00:00Z,34.54279552,37.42374305,34.54279552,36.11292322,26852637.42,34.50911561,37.54200327,34.50911561,36.12472319,2995382.48,2995382,1593,23855524,136
2021-10-22T00:00:00Z,37.07272845,37.07272845,34.53195198,34.53195198,30403068.80,37.05209411,37.05209411,34.50909984,34.50909984,5714674.92,5714674,4659,24683601,132
2021-10-21T00:00:00Z,37.36035730,38.18124569,37.12593659,37.12593659,29048366.13,37.34212902,38.23845205,37.11957355,37.11957355,5022562.28,5022562,2558,24023102,142
2021-10-20T00:00:00Z,36.09541910,38.35412420,36.09541910,37.29035312,29351050.79,36.05240863,38.34353435,36.05240863,37.26824700,4134330.30,4134330,2871,25213036,813
2021-10-19T00:00:00Z,38.24683154,38.41052383,36.34948044,36.34948044,22892798.00,38.24312501,38.36957563,36.31816285,36.31816285,4206057.36,4206057,392,18685439,908
2021-10-18T00:00:00Z,40.10816269,40.69679254,38.15550082,38.18159306,12336605.32,40.00604385,40.60282150,38.17110654,38.17110654,3589384.85,3589384,157,8746915,147
2021-10-17T00:00:00Z,38.91682440,48.23905175,38.73429388,40.11304839,20659479.59,38.91826296,48.33449500,38.74209245,40.09807322,13075024.84,13075024,981,7579403,4069
2021-10-16T00:00:00Z,36.17750120,38.83619351,35.99947146,38.83619351,19091516.08,36.17807282,38.83600787,36.07366259,38.83600787,9181804.23,9181804,217,9909238,255
2021-10-15T00:00:00Z,46.17853694,46.17853694,36.04602181,36.04602181,43409646.22,46.18075031,46.18075031,36.04411821,36.04411821,29778675.10,29778675,925,13627613,2432
2021-10-14T00:00:00Z,38.88856548,50.67366745,38.88856548,46.36229511,45127912.29,38.87434548,50.66613682,38.87434548,46.36969304,30838995.70,30838995,9128,14275379,4407
2021-10-13T00:00:00Z,28.55449966,39.42470842,28.55449966,38.91902321,43263109.28,28.55281667,39.40994017,28.55281667,38.91292764,24799862.11,24799862,23417,18434075,5753
2021-10-12T00:00:00Z,31.63860917,31.63860917,28.58990183,28.58990183,16031683.58,31.62882144,31.62882144,28.58687140,28.58687140,6191313.34,6191313,214,9839322,833
2021-10-11T00:00:00Z,29.97006007,32.32887127,29.97006007,31.66921591,18049328.09,29.95724022,32.38823900,29.95724022,31.66173325,6087151.86,6087151,1843,11960156,175
2021-10-10T00:00:00Z,29.98211897,31.04349386,29.95858831,29.95858831,15542466.19,29.97446593,31.07074806,29.94640971,29.94640971,5085692.09,5085692,1228,10455545,
2021-10-09T00:00:00Z,28.52392389,30.12758088,28.52392389,30.12758088,14129480.02,28.54933752,30.14402452,28.54933752,30.14402452,3516787.37,3516787,14448,10598243,
2021-10-08T00:00:00Z,27.06448233,29.79776748,27.06448233,28.65508746,15242764.73,27.09143326,29.84068717,27.09143326,28.70785323,4641749.72,4641749,2770,10597939,305
2021-10-07T00:00:00Z,27.21720245,27.46701295,26.16026560,26.97097277,18512528.61,27.10393736,27.33247518,26.14711388,26.97985150,4204759.76,4204759,31510,14275882,376
2021-10-06T00:00:00Z,30.08422973,30.65666475,27.55660251,27.55660251,18770549.27,30.12358999,30.78471017,27.55477189,27.55477189,6281544.48,6281544,829,12487379,795
2021-10-05T00:00:00Z,29.74261241,30.98089616,29.74261241,30.19473083,22566012.06,29.75139123,30.96671144,29.75139123,30.23124978,7843188.95,7843188,438,14722278,106
2021-10-04T00:00:00Z,30.70345103,30.70345103,29.33241688,29.61965263,24024173.68,30.69752658,30.69752658,29.37604385,29.62805850,8562846.16,8562846,725,15460483,118
2021-10-03T00:00:00Z,25.71302363,32.01080678,25.71302363,30.69021093,24898161.12,25.70735177,32.01267303,25.70735177,30.68811819,13421112.69,13421112,2154,11471016,3878
2021-10-02T00:00:00Z,24.75618364,26.47838068,24.75618364,25.62567188,16931756.69,24.74913139,26.46735680,24.74913139,25.61263183,3690677.83,3690677,793,13238778,1507
2021-10-01T00:00:00Z,23.71796993,25.41159433,23.71796993,24.62522941,21792757.65,23.72137069,25.38142336,23.72137069,24.61116195,7666997.62,7666997,5181,14120579,
2021-09-30T00:00:00Z,19.80397034,23.92517847,19.80397034,23.60186751,25290070.25,19.79900928,23.92827834,19.79900928,23.60782269,10028111.09,10028111,1564,15260169,224
2021-09-29T00:00:00Z,19.83366105,20.30545086,19.76729956,19.76729956,15622418.78,19.79236636,20.24517305,19.74905126,19.74905126,2878158.36,2878158,1068,12742764,427
2021-09-28T00:00:00Z,22.72160835,22.72160835,19.79829517,19.79829517,21817573.44,22.71479550,22.71479550,19.77117893,19.77117893,5110797.59,5110797,30195,16676113,467
2021-09-27T00:00:00Z,25.21344540,25.21344540,22.40869777,22.80547111,26951697.80,25.22682507,25.22682507,22.41367649,22.82205419,5886106.81,5886106,47,21064853,690
2021-09-26T00:00:00Z,21.88525816,28.27346376,21.35448386,25.27788568,32229358.40,21.89698112,28.32401082,21.38263040,25.28688478,10910254.91,10910254,575,21317238,1289
2021-09-25T00:00:00Z,19.82253410,22.37909964,19.82253410,21.74543796,23871622.45,19.82784326,22.38679185,19.82784326,21.75020570,10935460.44,10935460,746,12934131,1283
2021-09-24T00:00:00Z,17.83628266,19.82308432,17.83628266,19.82308432,17850578.29,17.83793149,19.84187327,17.83793149,19.84187327,6616484.63,6616484,,11232961,1132
2021-09-23T00:00:00Z,17.52358379,17.91876060,17.52358379,17.88120468,11509335.01,17.49559772,17.88912490,17.49559772,17.88362250,4678289.24,4678289,250,6829381,1414
2021-09-22T00:00:00Z,14.83543479,18.82693318,14.83543479,17.45764669,11528923.01,14.83899940,18.80889806,14.83899940,17.42030072,3509371.68,3509371,187,8018898,466
2021-09-21T00:00:00Z,16.96790667,16.96790667,14.80404735,14.80404735,9166748.85,16.92676392,16.92676392,14.80478046,14.80478046,2606175.85,2606175,280,6560033,258
2021-09-20T00:00:00Z,19.80476085,19.80476085,16.38975927,16.94194342,13206609.15,19.80256089,19.80256089,16.37606163,16.91561812,5325312.65,5325312,4113,7876655,528
2021-09-19T00:00:00Z,20.38964854,21.42223563,18.95992214,19.92686629,8012941.40,20.38406667,21.44972293,18.93781668,19.92696206,3355943.53,3355943,234,4656628,135
2021-09-18T00:00:00Z,18.55541230,22.70943648,18.55541230,20.41364682,13737037.39,18.57377162,22.74925049,18.57377162,20.40944857,8550120.82,8550120,2,5185401,1512
2021-09-17T00:00:00Z,16.46063760,18.92932507,16.46063760,18.58252326,14677535.69,16.45068616,18.92460103,16.45068616,18.59778118,9920698.72,9920698,393,4754075,2368
2021-09-16T00:00:00Z,17.46786245,18.06430065,16.15265643,16.43254044,9357244.94,17.43548466,18.04070840,16.13229965,16.41174524,4747582.59,4747582,89098,4519912,651
2021-09-15T00:00:00Z,18.58264168,20.49140061,17.04264868,17.42710512,9093253.38,18.59988899,20.53142112,17.03215882,17.40357018,8148450.13,8148450,37302,906142,1358
2021-09-14T00:00:00Z,15.80680960,20.69733072,15.80680960,18.62511268,19526624.21,15.80356326,20.72470478,15.80356326,18.63233087,18386993.16,18386993,20947,1112212,6470
2021-09-13T00:00:00Z,15.29133929,16.51844417,14.40661553,15.85622396,4897008.95,15.28851297,16.53648052,14.44417895,15.87321158,4441406.99,4441406,929,453566,1105
2021-09-12T00:00:00Z,16.05898805,16.41879952,15.28858649,15.28858649,5223137.58,16.05759380,16.40794896,15.28176714,15.28176714,4481155.39,4481155,275,741046,660
2021-09-11T00:00:00Z,15.46305086,17.12062709,15.22233504,16.07853025,11454726.07,15.50668507,17.13067699,15.25950641,16.07899948,10431376.69,10431376,3691,1017053,2604
2021-09-10T00:00:00Z,16.83735910,16.83735910,14.54046421,15.12809409,21780221.04,16.83834571,16.83834571,14.59266551,15.16935391,19760144.50,19760144,11710,2005478,2887
2021-09-09T00:00:00Z,16.86073621,18.58694027,16.86073621,17.06150242,26712896.79,16.87876993,18.71901484,16.87876993,17.07835420,24743483.75,24743483,132047,1833826,3539
2021-09-08T00:00:00Z,18.61350071,21.13292704,15.73226498,15.73226498,27637919.19,18.61798130,21.28194936,15.72190686,15.72190686,26432496.78,26432496,5463,1194901,5057
2021-09-07T00:00:00Z,18.74013785,19.85243807,18.64115017,18.64115017,11821838.04,18.73771772,20.07916146,18.65806762,18.65806762,10958827.33,10958827,10220,847354,5435
2021-09-06T00:00:00Z,16.30509784,22.66419365,16.30509784,18.71022409,10411083.57,16.30440151,23.01231818,16.30440151,18.71390119,9603140.19,9603140,55539,747664,4739
2021-09-05T00:00:00Z,15.84011498,17.77840965,15.84011498,16.36760934,2890080.28,15.83896358,17.86755586,15.83896358,16.37111983,2672313.88,2672313,583,215962,1220
2021-09-04T00:00:00Z,16.79513373,16.94458148,15.89606935,15.89606935,2164540.19,16.85999897,17.07726944,15.89981872,15.89981872,1858793.21,1858793,8,305641,97
2021-09-03T00:00:00Z,16.93382126,18.72509025,16.64699723,16.64699723,5273401.62,16.92516542,18.88828066,16.67105580,16.67105580,4778231.96,4778231,2554,491821,793
2021-09-02T00:00:00Z,18.27856379,19.50704327,17.12922631,17.12922631,5562574.32,18.28905623,19.73853796,17.13485667,17.13485667,4747337.87,4747337,389,813137,1709
2021-09-01T00:00:00Z,13.24035294,20.06763577,13.24035294,18.30766045,17291661.48,13.24219138,20.57937737,13.24219138,18.31280351,15237360.50,15237360,3370,2045190,5739
2021-08-31T00:00:00Z,9.68840947,26.04525691,9.68840947,13.22695720,22229778.01,9.68623022,26.34651639,9.68623022,13.23071793,21358137.89,21358137,787,863935,6917
2021-08-30T00:00:00Z,9.66172366,10.06622962,9.66172366,9.70818929,1609870.56,9.65601573,10.11756362,9.65601573,9.70488244,1418133.01,1418133,3459,188278,
2021-08-29T00:00:00Z,9.96368025,10.17893934,9.95891762,9.95891762,1116171.79,9.96972573,10.26690934,9.96972573,9.99182041,885227.37,885227,,230754,189
2021-08-28T00:00:00Z,10.70605450,11.15372024,9.99986650,9.99986650,1674597.67,10.75499787,11.34113936,9.98159557,9.98159557,1387648.60,1387648,425,151635,134887
2021-08-27T00:00:00Z,9.81669229,11.08233412,9.81669229,10.69719368,1318390.32,9.77897216,11.29280883,9.77897216,10.75158369,954263.08,954263,,218426,145700
2021-08-26T00:00:00Z,11.20237290,11.20237290,9.94354783,9.94354783,3157747.21,11.20140190,11.20140190,9.94029595,9.94029595,2746173.78,2746173,64,278405,133104
2021-08-25T00:00:00Z,11.40565489,11.77686171,11.19641874,11.19641874,2059363.51,11.45461921,11.93222346,11.19431082,11.19431082,1588911.46,1588911,29,322988,147433
2021-08-24T00:00:00Z,11.54891976,12.35279649,11.54891976,11.89568499,3117494.38,11.54839432,12.47079357,11.54839432,11.95476887,2754126.66,2754126,59,201818,161490
2021-08-23T00:00:00Z,11.75072064,11.99944371,11.61367723,11.61367723,1362072.07,11.73788721,12.10579249,11.62437265,11.62437265,960695.85,960695,1772,243436,156166
2021-08-22T00:00:00Z,11.16686448,11.79652633,11.16686448,11.70953384,2578960.55,11.12277389,11.83125967,11.12277389,11.70233380,2177592.61,2177592,73,253394,147899
2021-08-21T00:00:00Z,12.25617389,13.00657996,11.24581636,11.24581636,2889580.11,12.26144710,13.12796040,11.21649330,11.21649330,2492666.14,2492666,1055,264531,131326