time,open,high,low,close,Volume,Volume MA
2019-03-11T00:00:00Z,0.00197599,0.002005,0.00188,0.00197296,31324804.29420823,27439015.66484667
2019-03-12T00:00:00Z,0.00195868,0.002069,0.00192004,0.00204896,31413066.35433216,27596015.414157677
2019-03-13T00:00:00Z,0.00204208,0.00208134,0.00197,0.00203,30230918.47011465,27659167.527086683
2019-03-14T00:00:00Z,0.00203638,0.00212354,0.002,0.00205827,32268030.84677014,27916855.36925335
2019-03-15T00:00:00Z,0.0020633,0.002079,0.002015,0.00206032,30495208.40957542,28249631.22366178
2019-03-16T00:00:00Z,0.00203404,0.00214,0.00202,0.00211538,30577117.46618531,28619787.468244344
2019-03-17T00:00:00Z,0.002104,0.00213899,0.00207601,0.00209193,30498264.74345321,29068698.48684474
2019-03-18T00:00:00Z,0.00209594,0.00213,0.00207968,0.00210982,30419391.1925053,29423482.468851626
2019-03-19T00:00:00Z,0.00210172,0.00210993,0.002068,0.002088,23767974.32537608,29244851.114022672
2019-03-20T00:00:00Z,0.002098,0.002098,0.00205,0.00208438,29984252.16890626,29453196.217120893
2019-03-21T00:00:00Z,0.002094,0.002097,0.00205,0.00206323,27868214.65158558,29550274.13377148
2019-03-22T00:00:00Z,0.00206265,0.00208056,0.00195659,0.00202699,29155754.707244,29640837.9346116
2019-03-23T00:00:00Z,0.002025,0.00208056,0.002003,0.002057,35138728.62237126,29958383.41125231
2019-03-24T00:00:00Z,0.00205401,0.00208056,0.002039,0.00204504,32054057.81293825,30201812.221737605
2019-03-25T00:00:00Z,0.00204378,0.0021,0.00202,0.00206395,34889340.0449227,30498534.42451678
2019-03-26T00:00:00Z,0.00205803,0.0020847,0.00202,0.00205586,28033128.58841851,30394763.69099918
2019-03-27T00:00:00Z,0.00205849,0.002125,0.00203615,0.0021063,33972239.88141048,30436505.751235347
2019-03-28T00:00:00Z,0.002101,0.002123,0.002068,0.00207601,32726248.11353238,30752842.94596232
2019-03-29T00:00:00Z,0.00209095,0.00212,0.00206301,0.00211137,35794469.16447181,31011573.718784105
2019-03-30T00:00:00Z,0.00210926,0.00212177,0.00207763,0.00211242,36232568.47467574,31342188.91664987
2019-03-31T00:00:00Z,0.00211201,0.002123,0.00208207,0.00208878,35645000.35275582,31558198.719577253
2019-04-01T00:00:00Z,0.00208593,0.0025446,0.0020822,0.00244008,42586902.28216156,32116890.51596872
2019-04-02T00:00:00Z,0.00244588,0.0028729,0.0024,0.00280831,41804465.486574,32695567.866791695
2019-04-03T00:00:00Z,0.00280746,0.00367,0.00269,0.00321,40245013.50192052,33094416.99954921
2019-04-04T00:00:00Z,0.00317466,0.0041,0.00311,0.00341111,44766655.17111716,33807989.33762629
2019-04-05T00:00:00Z,0.00341111,0.00363496,0.003211,0.00356716,40532988.69954424,34305782.89929424
2019-04-06T00:00:00Z,0.00359353,0.00361498,0.0033,0.0034,9914027.08080531,33276571.01616184
2019-04-07T00:00:00Z,0.00343,0.0035555,0.003231,0.0034047,7359388.11409207,32123570.862241186
2019-04-08T00:00:00Z,0.003356,0.003373,0.002937,0.00301,10132999.394473,31441822.11569603
2019-04-09T00:00:00Z,0.003015,0.00318899,0.0027,0.00290761,5425582.09236534,30213888.61186899
2019-04-10T00:00:00Z,0.00291678,0.00318298,0.00288001,0.00298,2880110.49970332,28964483.404274873
2019-04-11T00:00:00Z,0.00298,0.00305,0.002705,0.002795,3426886.63923631,27678040.00087449
2019-04-12T00:00:00Z,0.002781,0.00294498,0.00274303,0.0028298,2194229.88709242,26030815.064110547
2019-04-13T00:00:00Z,0.00281068,0.00291488,0.0028,0.00285526,1274249.01010957,24491824.62396911
2019-04-14T00:00:00Z,0.002864,0.002911,0.00278001,0.00285733,2354872.86640109,22865101.265043028
2019-04-15T00:00:00Z,0.00285733,0.00293,0.00272,0.002775,2255232.72103816,21576206.471674014
2019-04-16T00:00:00Z,0.00278785,0.00285,0.00272,0.00280721,2531430.80174221,20004166.0176906
2019-04-17T00:00:00Z,0.00281102,0.0028586,0.00274996,0.002797,1438437.43161862,18439775.483594913
2019-04-18T00:00:00Z,0.0028009,0.003008,0.00278,0.002962,3921115.31209588,16846107.790976115
2019-04-19T00:00:00Z,0.00296201,0.00296201,0.002841,0.00289,1708420.65889964,15119900.400187314
2019-04-20T00:00:00Z,0.00288756,0.00289999,0.00283,0.00286482,1762967.76515568,13425798.770807307
2019-04-21T00:00:00Z,0.002863,0.00288696,0.00272,0.002781,1388385.35818992,11365872.924608726
2019-04-22T00:00:00Z,0.0027796,0.00281497,0.00272,0.002786,1078357.00581897,9329567.500570973
2019-04-23T00:00:00Z,0.002791,0.00286476,0.002735,0.002735,1586427.31058464,7396638.191004179
2019-04-24T00:00:00Z,0.002735,0.00274968,0.002536,0.00266014,2578560.29911118,5287233.447403881
2019-04-25T00:00:00Z,0.00257,0.00269254,0.0025,0.0025,3463146.49045796,3433741.336949567
2019-04-26T00:00:00Z,0.0025,0.00257964,0.00244014,0.0025509,2947517.55340755,3085415.860579679
2019-04-27T00:00:00Z,0.002565,0.0026,0.002519,0.002591,1167620.95845711,2775827.502797931
2019-04-28T00:00:00Z,0.00259,0.00260699,0.0025,0.00252401,1704150.00808338,2354385.03347845
2019-04-29T00:00:00Z,0.00254796,0.00256999,0.00245,0.00252819,1832787.35328475,2174745.2965244204
2019-04-30T00:00:00Z,0.00247255,0.00256763,0.00244884,0.00251004,2411004.03299419,2151289.9731889637
2019-05-01T00:00:00Z,0.00252761,0.00255103,0.002471,0.00250025,1166760.67899179,2038283.6751767378
2019-05-02T00:00:00Z,0.00252499,0.00259,0.00250806,0.002531,2802964.32893068,2068720.397268651
2019-05-03T00:00:00Z,0.00256399,0.0027,0.00252363,0.00266317,2420764.12212089,2126046.1528692166
2019-05-04T00:00:00Z,0.00266321,0.00267241,0.00253751,0.002638,1600695.71510001,2088337.295304163
2019-05-05T00:00:00Z,0.00263273,0.00268,0.0024,0.00257301,2272064.40893508,2089178.8796990085
2019-05-06T00:00:00Z,0.002574,0.00263576,0.00240697,0.002524,1466920.39328518,2035953.3592761569
2019-05-07T00:00:00Z,0.00252578,0.00259108,0.002424,0.00246968,1573691.2814436,2042716.0517674058
2019-05-08T00:00:00Z,0.00246968,0.0025202,0.002438,0.002495,1227790.64908002,1908049.818616613
2019-05-09T00:00:00Z,0.00249545,0.00255007,0.00244911,0.00249,2208327.54006882,1933045.162675072
2019-05-10T00:00:00Z,0.002495,0.002555,0.002424,0.00251643,2223669.28359656,1956080.238597116
2019-05-11T00:00:00Z,0.00251643,0.0027872,0.00247,0.00271,4612028.41458608,2117262.391416924
2019-05-12T00:00:00Z,0.00271703,0.002783,0.002555,0.00256442,4746515.58847114,2300670.3205495323
2019-05-13T00:00:00Z,0.002572,0.002782,0.00256801,0.00268,3429060.88028399,2392801.9990344997
2019-05-14T00:00:00Z,0.00268,0.0031,0.002607,0.00298767,9849156.08143372,2756331.7881506267
2019-05-15T00:00:00Z,0.003,0.00327,0.0029,0.00321883,5597261.5433352,2863037.540794489
2019-05-16T00:00:00Z,0.0032039,0.0035,0.00299,0.00302429,5142713.27642498,2972797.3269453603
2019-05-17T00:00:00Z,0.00304114,0.00317,0.00268,0.00288,4161154.57298115,3122474.007671562
2019-05-18T00:00:00Z,0.00286568,0.0029994,0.0028,0.00291701,1971997.82417104,3135866.398475945
2019-05-19T00:00:00Z,0.002921,0.0032,0.0029,0.00309,3298997.47666187,3209176.9046448013
2019-05-20T00:00:00Z,0.00307504,0.00315,0.00280364,0.00293401,2742567.04480174,3225755.0552351787
2019-05-21T00:00:00Z,0.00296,0.00308,0.00291613,0.003022,2145009.99682341,3274667.5211267597
2019-05-22T00:00:00Z,0.003025,0.00304593,0.00284,0.0029,2464409.31965342,3257739.770662897
2019-05-23T00:00:00Z,0.00288423,0.002975,0.0028,0.002913,1733619.85873193,3223382.557493449
2019-05-24T00:00:00Z,0.002906,0.00303,0.002721,0.00298593,2806927.56216065,3283694.1498464807
2019-05-25T00:00:00Z,0.00298593,0.003,0.00286569,0.00295,1409354.62530045,3240558.6606647493
2019-05-26T00:00:00Z,0.00295,0.003021,0.002819,0.00296211,1982062.50748484,3266315.7663747324
2019-05-27T00:00:00Z,0.00296211,0.00310028,0.0029,0.00302513,5888914.5574288,3482076.930173992
2019-05-28T00:00:00Z,0.00301781,0.0030625,0.00295,0.0030625,2943315.90398053,3567853.1929190173
2019-05-29T00:00:00Z,0.0030625,0.00315,0.00297601,0.00305002,7269587.02056371,3820916.1669437615
2019-05-30T00:00:00Z,0.00305001,0.00355,0.0030497,0.00320713,10738571.67568466,4246661.286548167
2019-05-31T00:00:00Z,0.00320713,0.00339,0.0031,0.00334035,3311828.28718748,4181651.280178237
2019-06-01T00:00:00Z,0.003338,0.00348,0.00325,0.003289,3161110.71553329,4102381.036531344
2019-06-02T00:00:00Z,0.003325,0.00341,0.00327,0.00331561,3198908.52541201,4090873.418787745
2019-06-03T00:00:00Z,0.00331561,0.003341,0.003102,0.003103,3213879.31333598,3759109.5803828584
2019-06-04T00:00:00Z,0.003102,0.00311659,0.002875,0.00295323,4497917.35543727,3704142.3709879615
2019-06-05T00:00:00Z,0.00297001,0.00304422,0.002955,0.00302344,1968396.30008355,3545426.52217089
2019-06-06T00:00:00Z,0.00302344,0.00307,0.002955,0.003036,1610791.75764745,3417908.381404205
2019-06-07T00:00:00Z,0.00303901,0.00315,0.00303101,0.00312924,2067052.8979478,3422661.1350930436
2019-06-08T00:00:00Z,0.0031291,0.0031535,0.002999,0.003025,1476725.66496197,3331547.544508049
2019-06-09T00:00:00Z,0.00304046,0.00304716,0.00295248,0.00295255,1634571.21679879,3276147.753107901
2019-06-10T00:00:00Z,0.00295248,0.003048,0.0029397,0.003034,1276621.88443476,3232728.347488469
2019-06-11T00:00:00Z,0.00303831,0.003041,0.002963,0.003,1756880.48326451,3197351.9056690233
2019-06-12T00:00:00Z,0.003001,0.00305036,0.00295,0.00303596,2525135.30061315,3236927.6777630844
2019-06-13T00:00:00Z,0.003037,0.00305,0.00298,0.00301627,1613042.89365856,3177233.44433798
2019-06-14T00:00:00Z,0.00301727,0.00304,0.00296278,0.00304,1690202.64832728,3191275.8454893217
2019-06-15T00:00:00Z,0.003039,0.00309545,0.00301,0.003083,1386542.04124736,3161499.822177448
2019-06-16T00:00:00Z,0.003078,0.003213,0.003036,0.00306082,3393276.90366118,3036717.9394890666
2019-06-17T00:00:00Z,0.00307991,0.003146,0.00305762,0.003075,1923706.92221591,2985737.4904008354
2019-06-18T00:00:00Z,0.003075,0.00309944,0.0030111,0.003032,1941124.41667942,2719314.3602066212
2019-06-19T00:00:00Z,0.003043,0.0030899,0.003,0.0030899,1931715.66155221,2278971.5594999986
2019-06-20T00:00:00Z,0.00308986,0.00309,0.003,0.00303489,3465164.23977061,2286638.357129155
2019-06-21T00:00:00Z,0.003041,0.00317,0.003015,0.00316399,3765668.05150433,2316866.2239277074
2019-06-22T00:00:00Z,0.00316412,0.003249,0.003089,0.00312,5511908.12263752,2432516.2037889827
2019-06-23T00:00:00Z,0.003131,0.00324,0.00310603,0.003183,3441277.61704023,2443886.1189741953
2019-06-24T00:00:00Z,0.003183,0.00326824,0.00314,0.00326824,3034523.30281669,2370716.4163431665
2019-06-25T00:00:00Z,0.00326824,0.003287,0.00318408,0.00326,2880273.65707934,2416310.284192956
2019-06-26T00:00:00Z,0.00325,0.00329281,0.003034,0.003282,6665456.75560501,2669043.534090834
2019-06-27T00:00:00Z,0.003293,0.00342468,0.00295,0.00326735,8802056.94283404,3005793.7363351462
2019-06-28T00:00:00Z,0.003284,0.00347008,0.003284,0.0033379,5399880.86802658,3201951.4964883765
2019-06-29T00:00:00Z,0.00336435,0.00340228,0.00324406,0.00337,2442460.20813577,3242345.946055225
2019-06-30T00:00:00Z,0.00337,0.00340003,0.003196,0.00323354,2117237.85598465,3284376.74463272
2019-07-01T00:00:00Z,0.003223,0.003325,0.0030315,0.003242,3299418.2969455,3361503.635316769
2019-07-02T00:00:00Z,0.003245,0.00329,0.002995,0.00310104,2987567.51908645,3384625.2462404342
2019-07-03T00:00:00Z,0.00311996,0.0032249,0.00305,0.003193,2804057.46970221,3444175.9750426165
2019-07-04T00:00:00Z,0.00319999,0.00332,0.003069,0.003136,2859769.29321171,3502654.3072868385
2019-07-05T00:00:00Z,0.003148,0.00449999,0.00307,0.003795,35767827.13340059,5221718.561894501
2019-07-06T00:00:00Z,0.003795,0.0039,0.00339345,0.0035,6287016.95308323,5366405.564365603
2019-07-07T00:00:00Z,0.0034829,0.00385,0.003421,0.0035412,4054948.27247549,5472967.631878583
2019-07-08T00:00:00Z,0.00353294,0.0035552,0.00345,0.00347922,2453156.76760206,5498569.249424714
2019-07-09T00:00:00Z,0.00347173,0.00350176,0.003343,0.003465,3404691.43554341,5572218.0381242735
2019-07-10T00:00:00Z,0.00347188,0.003549,0.003242,0.003345,4497916.00715494,5623855.62649349
2019-07-11T00:00:00Z,0.00332836,0.00332836,0.003139,0.003234,2787065.96985893,5574925.522411221
2019-07-12T00:00:00Z,0.00324992,0.00335999,0.003202,0.003291,1323787.72851999,5365519.502705344
2019-07-13T00:00:00Z,0.003276,0.0033716,0.00314,0.00323041,1956763.94182343,5291293.818944504
2019-07-14T00:00:00Z,0.00326271,0.00329996,0.00299,0.00299,2645017.75302822,5271818.54145508
2019-07-15T00:00:00Z,0.00298403,0.003177,0.00293,0.003151,1406077.73502756,5198108.745352491
2019-07-16T00:00:00Z,0.003154,0.00316,0.00284,0.00285001,2592763.2640483,4994474.070774655
2019-07-17T00:00:00Z,0.00286,0.003025,0.002753,0.00295265,2699505.76194391,4689346.511730148
2019-07-18T00:00:00Z,0.002945,0.0031,0.002767,0.00309996,2015188.60752553,4520111.898705096
2019-07-19T00:00:00Z,0.00308454,0.0031,0.002927,0.003042,1757939.76612825,4485885.87660472
2019-07-20T00:00:00Z,0.003045,0.00315,0.002938,0.003068,2036029.20308866,4481825.443959921
2019-07-21T00:00:00Z,0.00307926,0.003108,0.003,0.00304364,1272660.18642445,4380487.538433868
2019-07-22T00:00:00Z,0.00304698,0.003075,0.002934,0.002978,795642.45338487,4270891.28514879
2019-07-23T00:00:00Z,0.00296824,0.00296824,0.002854,0.002854,1217334.34446704,4191555.128887031
2019-07-24T00:00:00Z,0.00285373,0.002898,0.00276,0.002887,2385395.9903164,4167836.463742266
2019-07-25T00:00:00Z,0.002898,0.00298106,0.002832,0.002895,1498467.09620781,2454368.461882627
2019-07-26T00:00:00Z,0.002895,0.002921,0.00281,0.002921,1354679.19563199,2207751.574010065
2019-07-27T00:00:00Z,0.00292,0.002991,0.002765,0.002783,1942378.48057246,2102123.0844149133
2019-07-28T00:00:00Z,0.00280248,0.002961,0.002802,0.002838,1354654.12685427,2047197.9523775242
2019-07-29T00:00:00Z,0.00285,0.002876,0.00276401,0.002838,1281134.81648965,1941020.1214248363
2019-07-30T00:00:00Z,0.002834,0.002862,0.00273,0.00281804,1524917.12099019,1792370.1771165985
2019-07-31T00:00:00Z,0.0028345,0.00288707,0.002772,0.002871,1820930.81228943,1744063.4192381236
2019-08-01T00:00:00Z,0.00287496,0.00296901,0.002792,0.0029284,2428211.86644969,1799284.6261346086
2019-08-02T00:00:00Z,0.002924,0.00297,0.002836,0.0029039,2217415.45194552,1812317.2016407133
2019-08-03T00:00:00Z,0.00291945,0.00297396,0.002817,0.002893,1903084.9955941,1775220.563769007
2019-08-04T00:00:00Z,0.002903,0.00297007,0.00285,0.00294396,2201308.27208767,1814982.0906220127
2019-08-05T00:00:00Z,0.002941,0.0031,0.00294,0.003029,3322004.84243034,1851444.1695411145
2019-08-06T00:00:00Z,0.00300509,0.00307,0.002891,0.00291,1756954.65280783,1804316.6140843108
2019-08-07T00:00:00Z,0.002921,0.003037,0.00285,0.002979,2082205.52502636,1807667.4599593524
2019-08-08T00:00:00Z,0.002979,0.002993,0.002851,0.002954,1139938.59579444,1776767.4014426619
2019-08-09T00:00:00Z,0.00292475,0.00295095,0.002852,0.002917,1074950.33249151,1728713.4579128046
2019-08-10T00:00:00Z,0.002917,0.00292995,0.002799,0.002879,1549898.21568948,1742575.3593760561
2019-08-11T00:00:00Z,0.002871,0.00291,0.00281937,0.00291,1215840.48099639,1763585.2607566323
2019-08-12T00:00:00Z,0.00291,0.0029104,0.00281701,0.00284038,623224.27098179,1733879.7570823699
2019-08-13T00:00:00Z,0.00287596,0.00287596,0.00273316,0.00275318,1063664.39970847,1667793.1775519734
2019-08-14T00:00:00Z,0.00279371,0.00281795,0.00265,0.00275872,1991257.97722686,1692432.721602926
2019-08-15T00:00:00Z,0.00276674,0.0028,0.0026,0.0027318,1189808.68598606,1684189.1961206296
2019-08-16T00:00:00Z,0.00270475,0.002795,0.00251712,0.00268689,1440392.61717859,1659089.902950936
2019-08-17T00:00:00Z,0.00265718,0.0027,0.00255,0.0026298,773383.32368167,1630026.362792306
2019-08-18T00:00:00Z,0.00263242,0.002743,0.002585,0.002743,1238277.17976904,1627883.4809562755
2019-08-19T00:00:00Z,0.002743,0.0029,0.00267795,0.002817,1670474.23618268,1635161.3367158999
2019-08-20T00:00:00Z,0.002817,0.00284684,0.002635,0.00273929,1508404.03161533,1619534.9976821947
2019-08-21T00:00:00Z,0.00274045,0.00274045,0.00252421,0.002669,1487702.69610196,1572509.539164808
2019-08-22T00:00:00Z,0.002669,0.00279624,0.00258501,0.00269911,1871061.14429817,1555191.8237824407
2019-08-23T00:00:00Z,0.002696,0.002787,0.00255,0.002662,1871697.34598785,1553622.4413021281
2019-08-24T00:00:00Z,0.002662,0.0027,0.0025705,0.00263291,1100014.58807042,1498557.7571012655
2019-08-25T00:00:00Z,0.002635,0.002796,0.002614,0.00267496,1741005.32652983,1419507.78130624
2019-08-26T00:00:00Z,0.002675,0.00272,0.0026303,0.00269399,1223698.894442,1392844.9933879483
2019-08-27T00:00:00Z,0.00267974,0.00267974,0.00259284,0.00264796,1268457.22539716,1352157.5784064883
2019-08-28T00:00:00Z,0.00264796,0.00264897,0.0025,0.00257225,1728519.25028339,1381586.6111309358
2019-08-29T00:00:00Z,0.00256727,0.00256727,0.00245,0.00252,1614801.0037248,1408579.1446926002
2019-08-30T00:00:00Z,0.002519,0.00254986,0.002443,0.00251308,756057.32999605,1368887.1004079287
2019-08-31T00:00:00Z,0.00251908,0.00254007,0.002425,0.00246,669681.36990492,1341579.1448533554
2019-09-01T00:00:00Z,0.00248986,0.00252662,0.00244,0.002506,856473.26938624,1353241.594773578
2019-09-02T00:00:00Z,0.00248175,0.00264999,0.00246,0.00261,1200188.73680878,1360067.8116285936
2019-09-03T00:00:00Z,0.00262098,0.0027,0.00254,0.00257422,1725747.87815288,1346792.3066748944
2019-09-04T00:00:00Z,0.00257421,0.00260955,0.00250938,0.00255026,1432467.95797174,1358925.2702741786
2019-09-05T00:00:00Z,0.00255189,0.00261,0.00245001,0.00251319,1518288.4903705,1362820.0639337741
2019-09-06T00:00:00Z,0.00251382,0.00253,0.00239602,0.00246992,2004378.39418423,1424369.817458902
2019-09-07T00:00:00Z,0.00246992,0.00253418,0.00244365,0.00250195,1175904.00637736,1421251.158789318
2019-09-08T00:00:00Z,0.00246498,0.00251,0.00246068,0.00247376,1020828.10041749,1388768.8520010586
2019-09-09T00:00:00Z,0.00247832,0.00248906,0.00242764,0.00247635,944149.10696878,1360556.105768731
2019-09-10T00:00:00Z,0.00247654,0.00247996,0.00241496,0.00241626,999487.0761409,1336145.324770678
2019-09-11T00:00:00Z,0.00241815,0.00245,0.002398,0.00243109,1367075.72983082,1310946.0540473105
2019-09-12T00:00:00Z,0.002429,0.00243687,0.00236,0.002427,1113229.60907028,1273022.667201432
2019-09-13T00:00:00Z,0.002427,0.00243344,0.00237204,0.00242993,1081751.91262507,1272109.5334291647
2019-09-14T00:00:00Z,0.00242959,0.00244,0.002402,0.00243628,605035.73242398,1215311.0537238722
2019-09-15T00:00:00Z,0.00241924,0.00250198,0.0024,0.00249996,1743762.08271061,1241314.2131373025
2019-09-16T00:00:00Z,0.00247526,0.00250089,0.00240852,0.00243554,1382028.15214977,1246992.7594749331
2019-09-17T00:00:00Z,0.00243535,0.00262,0.00239019,0.00256354,2406717.2955095,1280902.6617362385
2019-09-18T00:00:00Z,0.0025631,0.00284794,0.00256234,0.0026963,2733667.98775238,1336846.0109376176
2019-09-19T00:00:00Z,0.0027194,0.002737,0.00255774,0.00270983,1272498.25003172,1362668.0569394012
2019-09-20T00:00:00Z,0.00270102,0.002737,0.002635,0.00267027,874115.69813047,1372889.7733506788
2019-09-21T00:00:00Z,0.00268509,0.0026912,0.00255,0.00259401,1343211.08362499,1397226.6640626162
2019-09-22T00:00:00Z,0.00259872,0.0026,0.0025,0.00257,1293542.11413564,1401894.3329289593
2019-09-23T00:00:00Z,0.00255721,0.00257031,0.00249211,0.00252683,1130576.37369901,1372135.7577062657
2019-09-24T00:00:00Z,0.00249211,0.00254,0.0022,0.0023,1886054.09852885,1394815.0647341213
2019-09-25T00:00:00Z,0.0023,0.00254363,0.002151,0.00225525,2622152.88908451,1450008.2846698216
2019-09-26T00:00:00Z,0.00223991,0.002273,0.00215,0.00219,1071747.74170856,1403376.7520460382
2019-09-27T00:00:00Z,0.00219,0.002258,0.00205,0.002255,1111502.03761112,1400156.653607726
2019-09-28T00:00:00Z,0.002243,0.002275,0.00219458,0.00224432,694375.86762875,1383834.041968289
2019-09-29T00:00:00Z,0.00226298,0.00235001,0.00218407,0.00226911,1643220.7944678,1418787.62634324
2019-09-30T00:00:00Z,0.00226196,0.00247994,0.00224,0.00244393,1341375.11124057,1435882.0280982235
2019-10-01T00:00:00Z,0.0024499,0.00254363,0.00242108,0.00247,1262572.20145587,1430656.851679476
2019-10-02T00:00:00Z,0.00247,0.00251,0.00234,0.00237727,1963385.24813695,1473164.6336328094
2019-10-03T00:00:00Z,0.00237676,0.00238427,0.0022802,0.0023,1016248.54765582,1469889.465384347
2019-10-04T00:00:00Z,0.00231812,0.00237824,0.0023011,0.00235377,521037.34996436,1465689.546261366
2019-10-05T00:00:00Z,0.00236719,0.00237552,0.0023,0.00236007,949144.09805857,1425958.6470287642
2019-10-06T00:00:00Z,0.00236007,0.00245,0.002284,0.0023331,1586174.13382908,1436165.9461127296
2019-10-07T00:00:00Z,0.00232063,0.002465,0.00232046,0.00240699,1486521.10359641,1390156.1365170754
2019-10-08T00:00:00Z,0.00239668,0.00241124,0.00232401,0.00236671,1006397.22868235,1303792.5985635738
2019-10-09T00:00:00Z,0.00235104,0.002392,0.002326,0.002355,995944.61255314,1289964.9166896446
2019-10-10T00:00:00Z,0.002355,0.00236597,0.0022,0.002312,1541836.11303214,1323350.937434728
2019-10-11T00:00:00Z,0.002306,0.0023619,0.002262,0.002319,1085241.4299505,1310452.4547510035
2019-10-12T00:00:00Z,0.00232828,0.00235997,0.00228051,0.00234441,663484.24279857,1278949.56118415
2019-10-13T00:00:00Z,0.00234337,0.002653,0.00234337,0.002479,3448322.64330517,1394836.874664458
2019-10-14T00:00:00Z,0.002479,0.0026427,0.00246,0.00256996,1463058.3549921,1373687.0874876205
2019-10-15T00:00:00Z,0.00256996,0.00264,0.00252504,0.00255,1627523.32333774,1323955.609200282
2019-10-16T00:00:00Z,0.00255768,0.00265,0.0025,0.00265,1227445.65544843,1331740.5048872754
2019-10-17T00:00:00Z,0.00262397,0.00297,0.00262001,0.00283004,3513658.29171595,1451848.317592517
2019-10-18T00:00:00Z,0.00283004,0.00295,0.00267,0.00279873,1421212.84694556,1488190.1665583574
2019-10-19T00:00:00Z,0.00279952,0.0029,0.00276766,0.002805,1158654.5232159,1463961.8529957626
2019-10-20T00:00:00Z,0.00280383,0.00284197,0.002755,0.00276,1298804.73170742,1461833.3340191052
2019-10-21T00:00:00Z,0.00276,0.00278,0.0026524,0.002754,1606228.32008408,1479016.1399505157
2019-10-22T00:00:00Z,0.002755,0.00279995,0.00266,0.00267658,1019446.27891309,1431819.1914893228
2019-10-23T00:00:00Z,0.00267685,0.002724,0.00246,0.00256176,1274501.29809243,1444731.8290111532
2019-10-24T00:00:00Z,0.00256176,0.00266,0.00251879,0.00262798,832461.76398778,1460303.049712324
2019-10-25T00:00:00Z,0.00262794,0.00283,0.0025,0.00273999,2427561.22012843,1534223.905815817
2019-10-26T00:00:00Z,0.00272636,0.0030004,0.00253246,0.00259656,3586561.80513251,1634243.2893809886
2019-10-27T00:00:00Z,0.0026,0.00274828,0.0025072,0.00266767,1954152.66656453,1657624.8675293946
2019-10-28T00:00:00Z,0.00268101,0.00274872,0.00262057,0.0027077,1182245.29849355,1666417.2710199545
2019-10-29T00:00:00Z,0.00269489,0.00270611,0.00261102,0.00263221,1028861.42180888,1668063.1114827415
2019-10-30T00:00:00Z,0.00263224,0.00266241,0.002545,0.00256084,925823.45968589,1637262.478815429
2019-10-31T00:00:00Z,0.0026,0.00269999,0.0025,0.00262143,1506289.0780276,1658314.861219284
2019-11-01T00:00:00Z,0.0026298,0.002649,0.00247858,0.00264443,1868006.39870959,1718540.969014835
2019-11-02T00:00:00Z,0.002644,0.00271,0.002513,0.00259636,1690236.01913374,1630636.6378062633
2019-11-03T00:00:00Z,0.00259349,0.00264312,0.002549,0.00260183,940514.87862224,1604509.4639877705
2019-11-04T00:00:00Z,0.0026,0.00263796,0.00256005,0.00260211,999013.19228857,1573083.957435312
2019-11-05T00:00:00Z,0.00260211,0.002615,0.002558,0.00259441,1470043.02477746,1585213.8259017635
2019-11-06T00:00:00Z,0.00259183,0.00261515,0.002576,0.00259783,1108636.97948976,1464962.760290454
2019-11-07T00:00:00Z,0.00259783,0.00274,0.002576,0.00272256,2850067.24456973,1536405.4801716623
2019-11-08T00:00:00Z,0.00273867,0.00273916,0.0026139,0.0027,1346582.74231265,1545801.8911265
2019-11-09T00:00:00Z,0.0027,0.00275639,0.00265703,0.00272,1527801.75896199,1557251.7424892285
2019-11-10T00:00:00Z,0.00272,0.0028999,0.00264,0.00280443,2013123.52233247,1577596.502601648
2019-11-11T00:00:00Z,0.00281657,0.00281657,0.00264,0.00274995,1309234.0299787,1592085.8901549284
2019-11-12T00:00:00Z,0.00274995,0.00275004,0.00264901,0.002748,1021413.78061179,1579431.5142808964
